Series_Title,Released_Year,IMDB_Rating,Genre,Overview,Actors
Papillon,1974,7.9,"Crime, Drama","A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.","Steve McQueen, Henri ""Papillon"" Charriere, Dustin Hoffman, Louis Dega, Victor Jory, Indian Chief, Don Gordon, Julot, Anthony Zerbe, Toussaint, Robert Deman, Maturette, Woodrow Parfrey, Clusiot, Bill Mumy, Lariot, George Coulouris, Dr. Chatal"
The Bridges of Madison County,1995,7.7,"Drama, Romance",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"Clint Eastwood, Robert Kincaid, Meryl Streep, Francesca Johnson, Annie Corley, Caroline Johnson, Victor Slezak, Michael Johnson, Jim Haynie, Richard Johnson, Sarah Kathryn Schmitt, Caroline as a young girl, Christopher Kroon, Michael as a young boy, Phyllis Lyons, Betty, Debra Monk, Madge"
The Sandlot,1993,7.5,"Family, Comedy","During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.","Tom Guiry, Scotty Smalls, Mike Vitar, Benjamin Franklin Rodriguez, Patrick Renna, Hamilton 'Ham' Porter, Chauncey Leopardi, Michael 'Squints' Palledorous, Marty York, Alan 'Yeah-Yeah' McClennan, Brandon Quintin Adams, Kenny DeNunez, Grant Gelt, Bertram Grover Weeks, Shane Obedzinski, Tommy 'Repeat' Timmons, Victor DiMattia, Timmy Timmons"
The Royal Tenenbaums,2002,7.5,"Comedy, Drama","Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.","Gene Hackman, Royal Tenenbaum, Anjelica Huston, Etheline Tenenbaum, Ben Stiller, Chassie Tenenbaum, Gwyneth Paltrow, Margot Helen Tenenbaum, Luke Wilson, Richie Tenenbaum, Owen Wilson, Eli Cash, Bill Murray, Raleigh St. Clair, Danny Glover, Henry Sherman, Seymour Cassel, Dusty"
Metropolis,1928,8.2,"Drama, Science Fiction","In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.","Gustav Fröhlich, Freder Fredersen, Brigitte Helm, Maria / The Machine Man, Alfred Abel, Johann 'Joh' Fredersen, Rudolf Klein-Rogge, C.A. Rotwang, Theodor Loos, Josaphat, Fritz Rasp, The Thin Man, Erwin Biswanger, No. 11811 - Georgy, Heinrich George, Grot, Fritz Alberti, Creative Human - Man Who Convinces Babel (uncredited)"
Apollo 13,1995,7.4,"History, Drama, Adventure","The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.","Tom Hanks, Jim Lovell, Bill Paxton, Fred Haise, Kevin Bacon, Jack Swigert, Gary Sinise, Ken Mattingly, Ed Harris, Gene Kranz, Kathleen Quinlan, Marilyn Lovell, Roger Corman, Congressman, Chris Ellis, Deke Slayton, Xander Berkeley, Henry Hurt"
All Quiet on the Western Front,1979,6.6,"War, Drama, TV Movie","At the start of World War I, Paul Baumer is a young German patriot, eager to fight. Indoctrinated with propaganda at school, he and his friends eagerly sign up for the army soon after graduation. But when the horrors of war soon become too much to bear, and as his friends die or become gravely wounded, Paul questions the sanity of fighting over a few hundreds yards of war-torn countryside.","Richard Thomas, Paul Bäumer, Ernest Borgnine, Stanislaus Katczinsky, Donald Pleasence, Kantorek, Ian Holm, Himmelstoss, Patricia Neal, Paul's Mother, Paul Mark Elliott, Josef Behm, David Bradley, Albert Kropp, Matthew Evans, Friedrich Muller, George Winter, Franz Kemmerich"
Office Space,1999,7.4,Comedy,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.","Ron Livingston, Peter Gibbons, Jennifer Aniston, Joanna, David Herman, Michael Bolton, Ajay Naidu, Samir Nagheenanajar, Diedrich Bader, Lawrence, Stephen Root, Milton Waddams, Gary Cole, Bill Lumbergh, Richard Riehle, Tom Smykowski, Ali Wentworth, Anne"
Ray,2005,7.5,"Drama, Music","Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.","Jamie Foxx, Ray Charles, Kerry Washington, Della Bea Robinson, Regina King, Margie Hendricks, Harry Lennix, Joe Adams, Clifton Powell, Jeff Brown, Bokeem Woodbine, Fathead Newman, Sharon Warren, Aretha Robinson, C.J. Sanders, Young Ray Robinson, Curtis Armstrong, Ahmet Ertegun"
The Innocents,2022,7.0,"Thriller, Horror","Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.","Rakel Lenora Fløttum, Ida, Alva Brynsmo Ramstad, Anna, Sam Ashraf, Ben, Mina Yasmin Bremseth Asheim, Aisha, Ellen Dorrit Petersen, Ida and Anna's Mother, Morten Svartveit, Ida and Anna's Father, Kadra Yusuf, Aisha's Mother, Lisa Tønne, Ben's Mother, Irina Eidsvold Tøien, Doctor"
The Adventures of Robin Hood,1938,7.5,"Adventure, Romance, History",Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,"Errol Flynn, Robin Hood, Olivia de Havilland, Maid Marian, Basil Rathbone, Sir Guy of Gisbourne, Claude Rains, Prince John, Patric Knowles, Will Scarlett, Eugene Pallette, Friar Tuck, Alan Hale, Little John, Melville Cooper, High Sheriff of Nottingham, Ian Hunter, King Richard the Lion-Heart"
Das Boot,1982,8.1,"Drama, History, War","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.","Jürgen Prochnow, Captain Lieutenant 'Der Alte', Herbert Grönemeyer, Lieutenant Werner, Klaus Wennemann, Chief Engineer, Hubertus Bengsch, First Watch Officer, Martin Semmelrogge, Second Watch Officer, Bernd Tauber, Kriechbaum, Erwin Leder, Johann 'Das Gespenst', Martin May, Ullmann, Heinz Hoenig, Hinrich"
The Great Dictator,1941,8.3,"Comedy, War",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"Charlie Chaplin, Adenoid Hynkel, Dictator of Tomania / A Jewish Barber, Jack Oakie, Benzino Napaloni, Dictator of Bacteria, Reginald Gardiner, Commander Schultz, Henry Daniell, Garbitsch, Billy Gilbert, Field Marshal Herring, Grace Hayle, Madame Napaloni, Carter DeHaven, Spook, Paulette Goddard, Hannah, Maurice Moscovitch, Mr. Jaeckel"
Vampire Hunter D: Bloodlust,2000,7.5,"Animation, Fantasy, Horror, Action","D has been hired to track down Meier Link, a notoriously powerful vampire who has abducted a woman, Charlotte Elbourne. D's orders are strict - find Charlotte, at any cost. For the first time, D faces serious competition. The Markus Brothers, a family of Vampire Hunters, were hired for the same bounty. D Must intercept Meier and conquer hostile forces on all sides in a deadly race against time.","Hideyuki Tanaka, D (voice), Ichiro Nagai, D's Left Hand (voice), Koichi Yamadera, Meier Link (voice), Emi Shinohara, Charlotte Elbourne (voice), Yusaku Yara, Borgoff (voice), Megumi Hayashibara, Leila (voice), Hochu Otsuka, Kyle (voice), Toshihiko Seki, Grove (voice), Ryuuzaburou Ootomo, Nolt (voice)"
The Color Purple,1986,7.8,Drama,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.","Danny Glover, Albert Johnson, Whoopi Goldberg, Celie Harris Johnson, Margaret Avery, Shug Avery, Oprah Winfrey, Sofia Johnson, Willard E. Pugh, Harpo Johnson, Akosua Busia, Nettie Harris, Desreta Jackson, Young Celie Harris, Adolph Caesar, Old Mister, Rae Dawn Chong, Squeak"
The Ten Commandments,2007,5.2,"Animation, Drama, Family, History","This vibrantly animated feature recounts the biblical epic of the Hebrew prophet Moses and the Ten Commandments. Led by the word of God, Moses challenges the ominous Egyptian pharaoh, performs miracles and guides the chosen people on a 40-year journey through the desert to free them from captivity and lead them to the Promised Land.","Alfred Molina, Ramses (voice), Ben Kingsley, Narrator (voice), Elliott Gould, God (voice), Christian Slater, Moses (voice)"
The Ten Commandments,2007,5.2,"Animation, Drama, Family, History","This vibrantly animated feature recounts the biblical epic of the Hebrew prophet Moses and the Ten Commandments. Led by the word of God, Moses challenges the ominous Egyptian pharaoh, performs miracles and guides the chosen people on a 40-year journey through the desert to free them from captivity and lead them to the Promised Land.","Alfred Molina, Ramses (voice), Ben Kingsley, Narrator (voice), Elliott Gould, God (voice), Christian Slater, Moses (voice)"
North by Northwest,1959,8.0,"Mystery, Thriller","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","Cary Grant, Roger O. Thornhill, Eva Marie Saint, Eve Kendall, James Mason, Phillip Vandamm, Jessie Royce Landis, Clara Thornhill, Leo G. Carroll, The Professor, Josephine Hutchinson, Vandamm's Sister aka Mrs. Townsend, Philip Ober, Lester Townsend, Martin Landau, Leonard, Adam Williams, Valerian"
Casino Royale,1989,5.3,"Adventure, Action, Comedy","Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.","David Niven, James Bond, Peter Sellers, Evelyn Tremble, Ursula Andress, Vesper Lynd, Orson Welles, Le Chiffre, Joanna Pettet, Mata Bond, Daliah Lavi, The Detainer, Deborah Kerr, Agent Mimi / Lady Fiona McTarry, William Holden, Ransome, Charles Boyer, Legrand"
Casino Royale,1989,5.3,"Adventure, Action, Comedy","Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.","David Niven, James Bond, Peter Sellers, Evelyn Tremble, Ursula Andress, Vesper Lynd, Orson Welles, Le Chiffre, Joanna Pettet, Mata Bond, Daliah Lavi, The Detainer, Deborah Kerr, Agent Mimi / Lady Fiona McTarry, William Holden, Ransome, Charles Boyer, Legrand"
The Searchers,1956,7.8,Western,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.","John Wayne, Ethan Edwards, Jeffrey Hunter, Martin Pawley, Vera Miles, Laurie Jorgensen, Natalie Wood, Deborah ""Debbie"" Edwards (older), Ward Bond, Rev. Capt. Samuel Johnston Clayton, John Qualen, Lars Jorgensen, Olive Carey, Mrs. Jorgensen, Henry Brandon, Chief Cicatrice (Scar), Ken Curtis, Charlie McCorry"
Fried Green Tomatoes,1992,7.7,"Drama, Comedy","Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.","Kathy Bates, Evelyn Couch, Jessica Tandy, Ninny Threadgoode, Mary-Louise Parker, Ruth Jamison, Mary Stuart Masterson, Idgie Threadgoode, Cicely Tyson, Sipsey, Stan Shaw, Big George, Chris O'Donnell, Buddy Threadgoode, Gailard Sartain, Ed Couch, Timothy Scott, Smokey Lonesome"
Fear and Loathing in Las Vegas,1998,7.2,"Adventure, Drama, Comedy","Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.","Johnny Depp, Raoul Duke, Benicio del Toro, Dr. Gonzo / Oscar Z. Acosta, Tobey Maguire, Hitchhiker, Christina Ricci, Lucy, Ellen Barkin, Waitress at North Star Cafe, Gary Busey, Highway Patrolman, Cameron Diaz, Blonde TV Reporter, Mark Harmon, Magazine Reporter at Mint 400, Katherine Helmond, Desk Clerk at Mint Hotel"
Lost in Translation,2003,7.4,"Drama, Romance, Comedy","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.","Bill Murray, Bob Harris, Scarlett Johansson, Charlotte, Giovanni Ribisi, John, Anna Faris, Kelly, Akiko Takeshita, Ms. Kawasaki, Fumihiro Hayashi, Charlie Brown, Kazuyoshi Minamimagoe, Press Agent, Kazuko Shibata, Press Agent, Take, Press Agent"
King Kong,1933,7.6,"Adventure, Fantasy, Horror","Adventurous filmmaker, Carl Denham, sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to displayed on Broadway as Kong, the eighth wonder of the world.","Robert Armstrong, Carl Denham, Fay Wray, Ann Darrow, Bruce Cabot, Jack Driscoll, Frank Reicher, Captain Englehorn, Victor Wong, Ship's Cook Charlie, James Flavin, Mate Briggs, Sam Hardy, Charles Weston, Noble Johnson, Skull Island Native Chief, Steve Clemente, Skull Island Witch Doctor"
